# f_(Hz) ASD(f)_(Hz^-0.5)
9.289664000000000144e+00 2.632138000000000078e-21
9.311078999999999439e+00 2.604698000000000147e-21
9.332542999999999367e+00 2.577552000000000017e-21
9.354056999999999178e+00 2.550698000000000115e-21
9.375619999999999621e+00 2.524132000000000171e-21
9.397232999999999947e+00 2.497851999999999862e-21
9.418896000000000157e+00 2.471854999999999831e-21
9.440609000000000250e+00 2.446137999999999967e-21
9.462372000000000227e+00 2.420698999999999948e-21
9.484185000000000088e+00 2.395533000000000093e-21
9.506047999999999831e+00 2.370638999999999865e-21
9.527962000000000486e+00 2.346015000000000067e-21
9.549925999999999249e+00 2.321657000000000052e-21
9.571941000000000699e+00 2.297562000000000088e-21
9.594006000000000256e+00 2.273729000000000013e-21
9.616122999999999976e+00 2.250153999999999931e-21
9.638289999999999580e+00 2.226834999999999896e-21
9.660508999999999347e+00 2.203771000000000122e-21
9.682779000000000025e+00 2.180957000000000175e-21
9.705099999999999838e+00 2.158391999999999894e-21
9.727472000000000563e+00 2.136074999999999870e-21
9.749895999999999674e+00 2.114001000000000045e-21
9.772372000000000725e+00 2.092170000000000044e-21
9.794900000000000162e+00 2.070577999999999971e-21
9.817479000000000511e+00 2.049224000000000042e-21
9.840111000000000274e+00 2.028105999999999931e-21
9.862795000000000201e+00 2.007222000000000069e-21
9.885531000000000290e+00 1.986568999999999969e-21
9.908319000000000543e+00 1.966145999999999847e-21
9.931160999999999461e+00 1.945949999999999968e-21
9.954053999999999292e+00 1.925980000000000171e-21
9.977000999999999564e+00 1.906234999999999918e-21
1.000000000000000000e+01 1.886711999999999852e-21
1.002304999999999957e+01 1.867410000000000188e-21
1.004616000000000042e+01 1.848326000000000063e-21
1.006931999999999938e+01 1.829459999999999855e-21
1.009253000000000000e+01 1.810809999999999991e-21
1.011580000000000013e+01 1.792374999999999934e-21
1.013911000000000051e+01 1.774153000000000112e-21
1.016249000000000002e+01 1.756142999999999988e-21
1.018590999999999980e+01 1.738342999999999990e-21
1.020940000000000047e+01 1.720753000000000118e-21
1.023292999999999964e+01 1.703371999999999834e-21
1.025652000000000008e+01 1.686198999999999917e-21
1.028016000000000041e+01 1.669232000000000043e-21
1.030386000000000024e+01 1.652471999999999998e-21
1.032760999999999996e+01 1.635917000000000023e-21
1.035141999999999918e+01 1.619566999999999928e-21
1.037528000000000006e+01 1.603422000000000091e-21
1.039920000000000044e+01 1.587481999999999948e-21
1.042317000000000071e+01 1.571746000000000088e-21
1.044720000000000049e+01 1.556214999999999921e-21
1.047128000000000014e+01 1.540888000000000038e-21
1.049541999999999931e+01 1.525767999999999984e-21
1.051961999999999975e+01 1.510852999999999999e-21
1.054387000000000008e+01 1.496146000000000005e-21
1.056817999999999991e+01 1.481647000000000001e-21
1.059253999999999962e+01 1.467358999999999909e-21
1.061696000000000062e+01 1.453281999999999918e-21
1.064142999999999972e+01 1.439418999999999947e-21
1.066596000000000011e+01 1.425772999999999918e-21
1.069055000000000000e+01 1.412346999999999941e-21
1.071518999999999977e+01 1.399143999999999937e-21
1.073989000000000082e+01 1.386167999999999988e-21
1.076464999999999961e+01 1.373423999999999964e-21
1.078946999999999967e+01 1.360916999999999921e-21
1.081433999999999962e+01 1.348653000000000078e-21
1.083927000000000085e+01 1.336640000000000036e-21
1.086425999999999981e+01 1.324884000000000014e-21
1.088930000000000042e+01 1.313394999999999938e-21
1.091440000000000055e+01 1.302182999999999920e-21
1.093956000000000017e+01 1.291260000000000023e-21
1.096477999999999930e+01 1.280637999999999930e-21
1.099005999999999972e+01 1.270332000000000000e-21
1.101539000000000001e+01 1.260359999999999948e-21
1.104078999999999944e+01 1.250741000000000027e-21
1.106624000000000052e+01 1.241497000000000037e-21
1.109174999999999933e+01 1.232653000000000071e-21
1.111731999999999942e+01 1.224237999999999933e-21
1.114293999999999940e+01 1.216287000000000021e-21
1.116863000000000028e+01 1.208836999999999925e-21
1.119438000000000066e+01 1.201932999999999970e-21
1.122019000000000055e+01 1.195628000000000079e-21
1.124605000000000032e+01 1.189980000000000045e-21
1.127196999999999960e+01 1.185062000000000019e-21
1.129795999999999978e+01 1.180953999999999970e-21
1.132399999999999984e+01 1.177756000000000091e-21
1.135011000000000081e+01 1.175581000000000048e-21
1.137626999999999988e+01 1.174567999999999950e-21
1.140249999999999986e+01 1.174878000000000082e-21
1.142877999999999972e+01 1.176711000000000081e-21
1.145513000000000048e+01 1.180303999999999929e-21
1.148154000000000075e+01 1.185946999999999906e-21
1.150799999999999912e+01 1.193998000000000013e-21
1.153453000000000017e+01 1.204896000000000003e-21
1.156112000000000073e+01 1.219194999999999994e-21
1.158777000000000079e+01 1.237587000000000052e-21
1.161448999999999998e+01 1.260960999999999959e-21
1.164126000000000083e+01 1.290461999999999919e-21
1.166810000000000080e+01 1.327590000000000027e-21
1.169499000000000066e+01 1.374346999999999981e-21
1.172194999999999965e+01 1.433452000000000017e-21
1.174897999999999954e+01 1.508688000000000069e-21
1.177605999999999931e+01 1.605465000000000029e-21
1.180320999999999998e+01 1.731790999999999816e-21
1.183042000000000016e+01 1.900029000000000059e-21
1.185768999999999984e+01 2.130314999999999957e-21
1.188502000000000081e+01 2.457822000000000000e-21
1.191241999999999912e+01 2.950056999999999951e-21
1.193988000000000049e+01 3.755271000000000139e-21
1.196739999999999959e+01 5.275109000000000161e-21
1.199498999999999960e+01 9.111790999999999709e-21
1.202264000000000088e+01 3.585039000000000138e-20
1.205035999999999952e+01 1.822400000000000085e-20
1.207813999999999943e+01 7.275177999999999481e-21
1.210598000000000063e+01 4.569451999999999695e-21
1.213388999999999918e+01 3.353598000000000149e-21
1.216186000000000078e+01 2.668080999999999904e-21
1.218989999999999974e+01 2.231174000000000084e-21
1.221799999999999997e+01 1.930297000000000185e-21
1.224615999999999971e+01 1.711661000000000084e-21
1.227439000000000036e+01 1.546335000000000086e-21
1.230269000000000013e+01 1.417394999999999937e-21
1.233104999999999940e+01 1.314294000000000021e-21
1.235946999999999996e+01 1.230125000000000084e-21
1.238796999999999926e+01 1.160190999999999939e-21
1.241652000000000022e+01 1.101189000000000019e-21
1.244514999999999993e+01 1.050735999999999914e-21
1.247382999999999953e+01 1.007072999999999938e-21
1.250258999999999965e+01 9.688786000000000436e-22
1.253140999999999927e+01 9.351406999999999783e-22
1.256029999999999980e+01 9.050746000000000604e-22
1.258924999999999983e+01 8.780632999999999461e-22
1.261828000000000038e+01 8.536165000000000826e-22
1.264736000000000082e+01 8.313398999999999938e-22
1.267652000000000001e+01 8.109139000000000439e-22
1.270574000000000048e+01 7.920770999999999900e-22
1.273503000000000007e+01 7.746140000000000384e-22
1.276439000000000057e+01 7.583456000000000011e-22
1.279381000000000057e+01 7.431221999999999735e-22
1.282330999999999932e+01 7.288179000000000089e-22
1.285286999999999935e+01 7.153260999999999547e-22
1.288250000000000028e+01 7.025563000000000252e-22
1.291219000000000072e+01 6.904308000000000233e-22
1.294195999999999991e+01 6.788829999999999680e-22
1.297179000000000038e+01 6.678553999999999592e-22
1.300169999999999959e+01 6.572979999999999937e-22
1.303167000000000009e+01 6.471674999999999675e-22
1.306170999999999971e+01 6.374257999999999976e-22
1.309182000000000023e+01 6.280395999999999994e-22
1.312199999999999989e+01 6.189795000000000304e-22
1.315225000000000044e+01 6.102195999999999624e-22
1.318257000000000012e+01 6.017369999999999642e-22
1.321296000000000070e+01 5.935110999999999751e-22
1.324342000000000041e+01 5.855237999999999627e-22
1.327393999999999963e+01 5.777585999999999843e-22
1.330453999999999937e+01 5.702010000000000447e-22
1.333521000000000001e+01 5.628377000000000041e-22
1.336594999999999978e+01 5.556568999999999656e-22
1.339677000000000007e+01 5.486479000000000411e-22
1.342764999999999986e+01 5.418007999999999640e-22
1.345860000000000056e+01 5.351068000000000406e-22
1.348963000000000001e+01 5.285579000000000109e-22
1.352073000000000036e+01 5.221467000000000129e-22
1.355189000000000021e+01 5.158664000000000183e-22
1.358313000000000059e+01 5.097108000000000207e-22
1.361444999999999972e+01 5.036743000000000355e-22
1.364583000000000013e+01 4.977517000000000300e-22
1.367728999999999928e+01 4.919380999999999826e-22
1.370881999999999934e+01 4.862290000000000113e-22
1.374042000000000030e+01 4.806202999999999983e-22
1.377210000000000001e+01 4.751080999999999894e-22
1.380383999999999922e+01 4.696890000000000177e-22
1.383566000000000074e+01 4.643596000000000220e-22
1.386755999999999922e+01 4.591167000000000110e-22
1.389953000000000038e+01 4.539575000000000396e-22
1.393157000000000068e+01 4.488793000000000093e-22
1.396368000000000009e+01 4.438795000000000450e-22
1.399587000000000003e+01 4.389556999999999651e-22
1.402814000000000050e+01 4.341057000000000343e-22
1.406048000000000009e+01 4.293273999999999880e-22
1.409289000000000058e+01 4.246187999999999729e-22
1.412537999999999982e+01 4.199778999999999944e-22
1.415793999999999997e+01 4.154030000000000219e-22
1.419058000000000064e+01 4.108923999999999779e-22
1.422329000000000043e+01 4.064445999999999959e-22
1.425608000000000075e+01 4.020578999999999981e-22
1.428894000000000020e+01 3.977309000000000120e-22
1.432188000000000017e+01 3.934623000000000059e-22
1.435488999999999926e+01 3.892507000000000072e-22
1.438799000000000028e+01 3.850947999999999841e-22
1.442115000000000080e+01 3.809936000000000101e-22
1.445439999999999969e+01 3.769457000000000183e-22
1.448771999999999949e+01 3.729500999999999881e-22
1.452111999999999981e+01 3.690057999999999928e-22
1.455458999999999925e+01 3.651118000000000115e-22
1.458813999999999922e+01 3.612669999999999886e-22
1.462176999999999971e+01 3.574704999999999853e-22
1.465548000000000073e+01 3.537214000000000158e-22
1.468926000000000087e+01 3.500188999999999884e-22
1.472311999999999976e+01 3.463621000000000112e-22
1.475707000000000058e+01 3.427501999999999925e-22
1.479107999999999912e+01 3.391823999999999815e-22
1.482517999999999958e+01 3.356578999999999804e-22
1.485936000000000057e+01 3.321761000000000143e-22
1.489361000000000068e+01 3.287361999999999914e-22
1.492793999999999954e+01 3.253374999999999960e-22
1.496236000000000033e+01 3.219794000000000062e-22
1.499685000000000024e+01 3.186610999999999771e-22
1.503142000000000067e+01 3.153822000000000039e-22
1.506606999999999985e+01 3.121418999999999948e-22
1.510079999999999956e+01 3.089397000000000099e-22
1.513560999999999979e+01 3.057749999999999804e-22
1.517050000000000054e+01 3.026471999999999784e-22
1.520547000000000004e+01 2.995559000000000051e-22
1.524052999999999969e+01 2.965003000000000156e-22
1.527566000000000024e+01 2.934800999999999990e-22
1.531086999999999954e+01 2.904946999999999804e-22
1.534617000000000075e+01 2.875436000000000201e-22
1.538155000000000072e+01 2.846263999999999780e-22
1.541699999999999982e+01 2.817425000000000204e-22
1.545254000000000083e+01 2.788915000000000074e-22
1.548817000000000021e+01 2.760728999999999990e-22
1.552387000000000050e+01 2.732863999999999844e-22
1.555965999999999916e+01 2.705313999999999887e-22
1.559553000000000011e+01 2.678075000000000131e-22
1.563147999999999982e+01 2.651143999999999995e-22
1.566751000000000005e+01 2.624516000000000081e-22
1.570363000000000042e+01 2.598187999999999810e-22
1.573982999999999954e+01 2.572153999999999904e-22
1.577610999999999919e+01 2.546412000000000133e-22
1.581248000000000076e+01 2.520957000000000159e-22
1.584892999999999930e+01 2.495787000000000221e-22
1.588546999999999976e+01 2.470896999999999981e-22
1.592209000000000074e+01 2.446282999999999920e-22
1.595879000000000048e+01 2.421942999999999809e-22
1.599558000000000035e+01 2.397873000000000129e-22
1.603245000000000076e+01 2.374068999999999950e-22
1.606941000000000130e+01 2.350528000000000104e-22
1.610645999999999844e+01 2.327247999999999891e-22
1.614358999999999966e+01 2.304223999999999912e-22
1.618080000000000140e+01 2.281453000000000058e-22
1.621809999999999974e+01 2.258933000000000100e-22
1.625549000000000177e+01 2.236660000000000048e-22
1.629296000000000078e+01 2.214630999999999793e-22
1.633051999999999992e+01 2.192844999999999927e-22
1.636816999999999922e+01 2.171296000000000229e-22
1.640589999999999904e+01 2.149982999999999881e-22
1.644371999999999900e+01 2.128903000000000183e-22
1.648161999999999949e+01 2.108053000000000086e-22
1.651961999999999975e+01 2.087431000000000065e-22
1.655770000000000053e+01 2.067032999999999897e-22
1.659587000000000145e+01 2.046857000000000057e-22
1.663412999999999897e+01 2.026899999999999966e-22
1.667247000000000057e+01 2.007160000000000099e-22
1.671090999999999838e+01 1.987634999999999992e-22
1.674943000000000026e+01 1.968320999999999890e-22
1.678803999999999874e+01 1.949216000000000035e-22
1.682674000000000092e+01 1.930319000000000077e-22
1.686552999999999969e+01 1.911626000000000026e-22
1.690440999999999860e+01 1.893134000000000009e-22
1.694338000000000122e+01 1.874843000000000025e-22
1.698244000000000042e+01 1.856749000000000085e-22
1.702158999999999978e+01 1.838851000000000075e-22
1.706081999999999965e+01 1.821145000000000006e-22
1.710014999999999930e+01 1.803629999999999997e-22
1.713956999999999908e+01 1.786304000000000056e-22
1.717907999999999902e+01 1.769164000000000071e-22
1.721868999999999872e+01 1.752208000000000049e-22
1.725837999999999894e+01 1.735435000000000111e-22
1.729815999999999931e+01 1.718841999999999911e-22
1.733803999999999945e+01 1.702426000000000045e-22
1.737800999999999974e+01 1.686187999999999924e-22
1.741807000000000016e+01 1.670122999999999914e-22
1.745822000000000074e+01 1.654229999999999899e-22
1.749847000000000108e+01 1.638508000000000000e-22
1.753879999999999839e+01 1.622952999999999994e-22
1.757923999999999864e+01 1.607565999999999994e-22
1.761975999999999942e+01 1.592343000000000013e-22
1.766037999999999997e+01 1.577282000000000054e-22
1.770109000000000066e+01 1.562382999999999884e-22
1.774189000000000149e+01 1.547643000000000099e-22
1.778278999999999854e+01 1.533059999999999998e-22
1.782378999999999891e+01 1.518632000000000057e-22
1.786487999999999943e+01 1.504359000000000041e-22
1.790606000000000009e+01 1.490236999999999962e-22
1.794734000000000052e+01 1.476266999999999933e-22
1.798871000000000109e+01 1.462444999999999967e-22
1.803018000000000143e+01 1.448769999999999948e-22
1.807173999999999836e+01 1.435240999999999996e-22
1.811339999999999861e+01 1.421855000000000003e-22
1.815515999999999863e+01 1.408611999999999968e-22
1.819700999999999880e+01 1.395509999999999897e-22
1.823895999999999873e+01 1.382547000000000030e-22
1.828099999999999881e+01 1.369722000000000017e-22
1.832313999999999865e+01 1.357033000000000100e-22
1.836537999999999826e+01 1.344478000000000049e-22
1.840772000000000119e+01 1.332057000000000097e-22
1.845015000000000072e+01 1.319768000000000017e-22
1.849268999999999963e+01 1.307609000000000049e-22
1.853531999999999869e+01 1.295577999999999963e-22
1.857804000000000144e+01 1.283676000000000109e-22
1.862087000000000003e+01 1.271899000000000027e-22
1.866379999999999839e+01 1.260246999999999954e-22
1.870682000000000045e+01 1.248719000000000008e-22
1.874994999999999834e+01 1.237312999999999962e-22
1.879316999999999993e+01 1.226027000000000054e-22
1.883649000000000129e+01 1.214861000000000051e-22
1.887990999999999886e+01 1.203812000000000078e-22
1.892343999999999937e+01 1.192881000000000014e-22
1.896706000000000003e+01 1.182064999999999986e-22
1.901078000000000046e+01 1.171363000000000114e-22
1.905461000000000027e+01 1.160774999999999927e-22
1.909853000000000023e+01 1.150298000000000022e-22
1.914255999999999958e+01 1.139931999999999928e-22
1.918668999999999869e+01 1.129674999999999886e-22
1.923092000000000112e+01 1.119526999999999897e-22
1.927524999999999977e+01 1.109485000000000085e-22
1.931968000000000174e+01 1.099550000000000096e-22
1.936421999999999954e+01 1.089719000000000054e-22
1.940886000000000067e+01 1.079991999999999962e-22
1.945360000000000156e+01 1.070367000000000058e-22
1.949844999999999828e+01 1.060844000000000108e-22
1.954339999999999833e+01 1.051420999999999999e-22
1.958845000000000169e+01 1.042097999999999968e-22
1.963360000000000127e+01 1.032873000000000019e-22
1.967886000000000024e+01 1.023744000000000040e-22
1.972422999999999860e+01 1.014712000000000029e-22
1.976970000000000027e+01 1.005774999999999991e-22
1.981527000000000172e+01 9.969324000000000217e-23
1.986094999999999899e+01 9.881825000000000201e-23
1.990672999999999959e+01 9.795246999999999643e-23
1.995261999999999958e+01 9.709579000000000102e-23
1.999861999999999895e+01 9.624812999999999720e-23
2.004472000000000165e+01 9.540938000000000054e-23
2.009093000000000018e+01 9.457944999999999601e-23
2.013723999999999847e+01 9.375823999999999564e-23
2.018365999999999971e+01 9.294567000000000436e-23
2.023019000000000034e+01 9.214163999999999893e-23
2.027683000000000035e+01 9.134605999999999959e-23
2.032357000000000014e+01 9.055884999999999949e-23
2.037041999999999931e+01 8.977990000000000248e-23
2.041738000000000142e+01 8.900914999999999461e-23
2.046444999999999936e+01 8.824649000000000321e-23
2.051162000000000063e+01 8.749183999999999796e-23
2.055891000000000091e+01 8.674513000000000372e-23
2.060630000000000095e+01 8.600625999999999726e-23
2.065380000000000038e+01 8.527514999999999526e-23
2.070140999999999920e+01 8.455172999999999909e-23
2.074913000000000096e+01 8.383591000000000547e-23
2.079697000000000173e+01 8.312760999999999581e-23
2.084490999999999872e+01 8.242675999999999500e-23
2.089295999999999864e+01 8.173326999999999974e-23
2.094112000000000151e+01 8.104706999999999966e-23
2.098939999999999984e+01 8.036807999999999969e-23
2.103778000000000148e+01 7.969623000000000118e-23
2.108627999999999858e+01 7.903145000000000550e-23
2.113488999999999862e+01 7.837366000000000583e-23
2.118361000000000161e+01 7.772277999999999533e-23
2.123244000000000042e+01 7.707876000000000353e-23
2.128138999999999825e+01 7.644151000000000363e-23
2.133044999999999902e+01 7.581097000000000521e-23
2.137961999999999918e+01 7.518706999999999789e-23
2.142890999999999835e+01 7.456973999999999478e-23
2.147830000000000084e+01 7.395892000000000545e-23
2.152781999999999840e+01 7.335452999999999957e-23
2.157743999999999929e+01 7.275651999999999490e-23
2.162718999999999880e+01 7.216482000000000456e-23
2.167704000000000164e+01 7.157935999999999467e-23
2.172700999999999993e+01 7.100007999999999829e-23
2.177710000000000079e+01 7.042692999999999794e-23
2.182730000000000103e+01 6.985982999999999854e-23
2.187762000000000029e+01 6.929872999999999434e-23
2.192804999999999893e+01 6.874356999999999492e-23
2.197860000000000014e+01 6.819428999999999809e-23
2.202926000000000073e+01 6.765083999999999811e-23
2.208004999999999995e+01 6.711314999999999636e-23
2.213094999999999857e+01 6.658116000000000239e-23
2.218196000000000012e+01 6.605484000000000337e-23
2.223310000000000031e+01 6.553411000000000421e-23
2.228434999999999988e+01 6.501892999999999562e-23
2.233571999999999846e+01 6.450923000000000248e-23
2.238720999999999961e+01 6.400498999999999664e-23
2.243881999999999977e+01 6.350611999999999832e-23
2.249054999999999893e+01 6.301260000000000287e-23
2.254239000000000104e+01 6.252435999999999992e-23
2.259436000000000178e+01 6.204136000000000367e-23
2.264643999999999835e+01 6.156356000000000484e-23
2.269865000000000066e+01 6.109089000000000480e-23
2.275096999999999881e+01 6.062332000000000244e-23
2.280341999999999913e+01 6.016080000000000378e-23
2.285598999999999847e+01 5.970328999999999954e-23
2.290868000000000038e+01 5.925073999999999573e-23
2.296149000000000129e+01 5.880310999999999480e-23
2.301442000000000121e+01 5.836035000000000277e-23
2.306747000000000014e+01 5.792241999999999860e-23
2.312065000000000126e+01 5.748929000000000471e-23
2.317395000000000138e+01 5.706089999999999539e-23
2.322737000000000052e+01 5.663723000000000126e-23
2.328090999999999866e+01 5.621824000000000128e-23
2.333457999999999899e+01 5.580388000000000146e-23
2.338836999999999833e+01 5.539412000000000071e-23
2.344228999999999985e+01 5.498892999999999794e-23
2.349633000000000038e+01 5.458825999999999915e-23
2.355048999999999992e+01 5.419208999999999972e-23
2.360478000000000165e+01 5.380038000000000208e-23
2.365919999999999845e+01 5.341310000000000516e-23
2.371374000000000137e+01 5.303021999999999611e-23
2.376839999999999975e+01 5.265170999999999734e-23
2.382319000000000031e+01 5.227754000000000188e-23
2.387810999999999950e+01 5.190768000000000276e-23
2.393316000000000088e+01 5.154209999999999889e-23
2.398833000000000126e+01 5.118077999999999738e-23
2.404363000000000028e+01 5.082369999999999945e-23
2.409904999999999831e+01 5.047082000000000170e-23
2.415461000000000169e+01 5.012213000000000180e-23
2.421029000000000053e+01 4.977759999999999865e-23
2.426610000000000156e+01 4.943722000000000169e-23
2.432204000000000121e+01 4.910095999999999807e-23
2.437810999999999950e+01 4.876880000000000077e-23
2.443430999999999997e+01 4.844073999999999805e-23
2.449062999999999946e+01 4.811675000000000055e-23
2.454709000000000074e+01 4.779683000000000241e-23
2.460368000000000066e+01 4.748095000000000254e-23
2.466038999999999959e+01 4.716911000000000092e-23
2.471724000000000032e+01 4.686128999999999880e-23
2.477421999999999969e+01 4.655749999999999849e-23
2.483133000000000123e+01 4.625770999999999891e-23
2.488857000000000141e+01 4.596193999999999882e-23
2.494594999999999985e+01 4.567018000000000178e-23
2.500345000000000084e+01 4.538241999999999958e-23
2.506109000000000009e+01 4.509867000000000043e-23
2.511886000000000152e+01 4.481892999999999845e-23
2.517677000000000120e+01 4.454319999999999951e-23
2.523480999999999952e+01 4.427150000000000239e-23
2.529298000000000002e+01 4.400383000000000121e-23
2.535128999999999877e+01 4.374021000000000062e-23
2.540972999999999971e+01 4.348064000000000061e-23
2.546829999999999927e+01 4.322515999999999873e-23
2.552701000000000064e+01 4.297377999999999729e-23
2.558586000000000027e+01 4.272652000000000095e-23
2.564483999999999853e+01 4.248340999999999904e-23
2.570395999999999859e+01 4.224447999999999853e-23
2.576321000000000083e+01 4.200977000000000284e-23
2.582260000000000133e+01 4.177931000000000130e-23
2.588213000000000008e+01 4.155314999999999967e-23
2.594179000000000102e+01 4.133133000000000134e-23
2.600159999999999982e+01 4.111390000000000031e-23
2.606153000000000119e+01 4.090091999999999877e-23
2.612161000000000044e+01 4.069244999999999889e-23
2.618183000000000149e+01 4.048855000000000287e-23
2.624218000000000117e+01 4.028929999999999989e-23
2.630267999999999873e+01 4.009478000000000269e-23
2.636330999999999847e+01 3.990507000000000044e-23
2.642408999999999963e+01 3.972026000000000231e-23
2.648499999999999943e+01 3.954045999999999860e-23
2.654606000000000066e+01 3.936577000000000077e-23
2.660725000000000051e+01 3.919629999999999913e-23
2.666858999999999824e+01 3.903219999999999914e-23
2.673006000000000171e+01 3.887358999999999928e-23
2.679167999999999950e+01 3.872061999999999916e-23
2.685343999999999909e+01 3.857345000000000067e-23
2.691535000000000011e+01 3.843225999999999861e-23
2.697738999999999976e+01 3.829724000000000188e-23
2.703958000000000084e+01 3.816856999999999939e-23
2.710191999999999979e+01 3.804650000000000220e-23
2.716439000000000092e+01 3.793124000000000034e-23
2.722700999999999993e+01 3.782307000000000009e-23
2.728978000000000037e+01 3.772224000000000075e-23
2.735268999999999906e+01 3.762908000000000260e-23
2.741573999999999955e+01 3.754388999999999892e-23
2.747894000000000148e+01 3.746705000000000159e-23
2.754229000000000127e+01 3.739892000000000024e-23
2.760577999999999932e+01 3.733991999999999838e-23
2.766941999999999879e+01 3.729051999999999944e-23
2.773320000000000007e+01 3.725119000000000094e-23
2.779712999999999923e+01 3.722248999999999781e-23
2.786120999999999981e+01 3.720498999999999905e-23
2.792543999999999826e+01 3.719933000000000055e-23
2.798980999999999852e+01 3.720622999999999916e-23
2.805433999999999983e+01 3.722643000000000222e-23
2.811900999999999939e+01 3.726078999999999797e-23
2.818383000000000038e+01 3.731021999999999801e-23
2.824879999999999924e+01 3.737575000000000066e-23
2.831391999999999953e+01 3.745848000000000290e-23
2.837919000000000125e+01 3.755966000000000127e-23
2.844461000000000084e+01 3.768063999999999793e-23
2.851017999999999830e+01 3.782295000000000160e-23
2.857590000000000074e+01 3.798824999999999828e-23
2.864178000000000068e+01 3.817842000000000161e-23
2.870780999999999850e+01 3.839554000000000114e-23
2.877398000000000167e+01 3.864193999999999751e-23
2.884031999999999840e+01 3.892022999999999761e-23
2.890680000000000049e+01 3.923335999999999919e-23
2.897344000000000008e+01 3.958462000000000259e-23
2.904023000000000110e+01 3.997776999999999978e-23
2.910716999999999999e+01 4.041706999999999899e-23
2.917426999999999992e+01 4.090736000000000217e-23
2.924152000000000129e+01 4.145418999999999987e-23
2.930893000000000015e+01 4.206392000000000043e-23
2.937650000000000006e+01 4.274390999999999766e-23
2.944422000000000139e+01 4.350268999999999857e-23
2.951209000000000060e+01 4.435020000000000281e-23
2.958012000000000086e+01 4.529809999999999820e-23
2.964830999999999861e+01 4.636015000000000204e-23
2.971666000000000096e+01 4.755269999999999861e-23
2.978516000000000119e+01 4.889534000000000209e-23
2.985382999999999853e+01 5.041168999999999903e-23
2.992265000000000086e+01 5.213057999999999928e-23
2.999162000000000106e+01 5.408743000000000389e-23
3.006075999999999837e+01 5.632639000000000277e-23
3.013006000000000029e+01 5.890308000000000003e-23
3.019951999999999970e+01 6.188865000000000518e-23
3.026913000000000054e+01 6.537556000000000066e-23
3.033890999999999849e+01 6.948622999999999445e-23
3.040885000000000105e+01 7.438622000000000250e-23
3.047895000000000110e+01 8.030513999999999930e-23
3.054920999999999864e+01 8.757091000000000206e-23
3.061963000000000079e+01 9.666872000000000452e-23
3.069022000000000006e+01 1.083483000000000090e-22
3.076097000000000037e+01 1.238326999999999986e-22
3.083188000000000173e+01 1.452617999999999915e-22
3.090295000000000059e+01 1.767507000000000057e-22
3.097419000000000011e+01 2.273514000000000206e-22
3.104560000000000031e+01 3.216312000000000026e-22
3.111715999999999838e+01 5.578422999999999806e-22
3.118890000000000029e+01 2.212240999999999943e-21
3.126079000000000008e+01 1.099755000000000071e-21
3.133286000000000016e+01 4.370882000000000255e-22
3.140509000000000128e+01 2.717307000000000078e-22
3.147747999999999990e+01 1.967573999999999952e-22
3.155004999999999882e+01 1.540573999999999964e-22
3.162277999999999878e+01 1.265407999999999944e-22
3.169567999999999941e+01 1.073722999999999971e-22
3.176874000000000109e+01 9.328241000000000196e-23
3.184197999999999951e+01 8.251086999999999460e-23
3.191537999999999897e+01 7.402560000000000493e-23
3.198894999999999911e+01 6.718154999999999580e-23
3.206269000000000347e+01 6.155476000000000560e-23
3.213660999999999746e+01 5.685515000000000446e-23
3.221068999999999960e+01 5.287748999999999885e-23
3.228493999999999886e+01 4.947256000000000179e-23
3.235936999999999841e+01 4.652920000000000013e-23
3.243395999999999901e+01 4.396298000000000220e-23
3.250872999999999990e+01 4.170856999999999892e-23
3.258366999999999791e+01 3.971467000000000245e-23
3.265878000000000014e+01 3.794043999999999848e-23
3.273407000000000266e+01 3.635296999999999902e-23
3.280953000000000230e+01 3.492544000000000279e-23
3.288515999999999906e+01 3.363581000000000241e-23
3.296097000000000321e+01 3.246578999999999777e-23
3.303694999999999737e+01 3.140006999999999936e-23
3.311310999999999893e+01 3.042575999999999805e-23
3.318945000000000078e+01 2.953194999999999807e-23
3.326594999999999658e+01 2.870932000000000280e-23
3.334264000000000294e+01 2.794986999999999902e-23
3.341949999999999932e+01 2.724671000000000223e-23
3.349654000000000309e+01 2.659387999999999711e-23
3.357376000000000005e+01 2.598618000000000094e-23
3.365115999999999730e+01 2.541907999999999860e-23
3.372872999999999877e+01 2.488861999999999865e-23
3.380648000000000053e+01 2.439128000000000022e-23
3.388441999999999865e+01 2.392397999999999888e-23
3.396253000000000100e+01 2.348400000000000036e-23
3.404081999999999653e+01 2.306888999999999968e-23
3.411928999999999945e+01 2.267649999999999980e-23
3.419794000000000267e+01 2.230489999999999902e-23
3.427678000000000225e+01 2.195236000000000092e-23
3.435580000000000211e+01 2.161731999999999863e-23
3.443498999999999910e+01 2.129840000000000068e-23
3.451436999999999955e+01 2.099433999999999935e-23
3.459394000000000347e+01 2.070399000000000077e-23
3.467367999999999739e+01 2.042633999999999949e-23
3.475361999999999796e+01 2.016045000000000045e-23
3.483373000000000275e+01 1.990547999999999951e-23
3.491402999999999679e+01 1.966065000000000058e-23
3.499452000000000140e+01 1.942526999999999910e-23
3.507518999999999920e+01 1.919868999999999980e-23
3.515603999999999729e+01 1.898033999999999954e-23
3.523709000000000202e+01 1.876966000000000047e-23
3.531831999999999994e+01 1.856618999999999856e-23
3.539972999999999814e+01 1.836944999999999983e-23
