# f_(Hz) PSD(f)_(Hz^-1)
7.979947000000000124e+00 2.789747462163599921e-41
7.998343000000000202e+00 2.731196442722500064e-41
8.016780999999999935e+00 2.673882732160000109e-41
8.035261000000000209e+00 2.617778431492900224e-41
8.053784000000000276e+00 2.562859237596099601e-41
8.072350000000000136e+00 2.509098262809999712e-41
8.090958999999999790e+00 2.456473126352399496e-41
8.109610999999999237e+00 2.404957889736899644e-41
8.128304999999999225e+00 2.354530052250000393e-41
8.147043000000000035e+00 2.305165587379599928e-41
8.165824000000000638e+00 2.256842838937599836e-41
8.184647999999999257e+00 2.209539592947599971e-41
8.203514999999999446e+00 2.163234051936399754e-41
8.222426000000000457e+00 2.117904828490000018e-41
8.241381000000000512e+00 2.073531849602500209e-41
8.260379999999999612e+00 2.030093599033600028e-41
8.279422000000000281e+00 1.987572556840000161e-41
8.298507999999999996e+00 1.945947064152100205e-41
8.317638000000000531e+00 1.905198536016399864e-41
8.336812000000000111e+00 1.865309587992899889e-41
8.356030000000000513e+00 1.826261421648400261e-41
8.375292999999999211e+00 1.788035601928899855e-41
8.394600000000000506e+00 1.750615724929599819e-41
8.413951000000000846e+00 1.713984012084099726e-41
8.433348000000000511e+00 1.678123851308100200e-41
8.452788999999999220e+00 1.643019748272399901e-41
8.472274000000000527e+00 1.608654872641600241e-41
8.491804999999999382e+00 1.575013519873600291e-41
8.511380000000000834e+00 1.542080278648899868e-41
8.531000999999999834e+00 1.509840803488900089e-41
8.550667000000000684e+00 1.478280231528100264e-41
8.570379000000000858e+00 1.447383980249999828e-41
8.590135000000000076e+00 1.417138496009999972e-41
8.609937000000000396e+00 1.387529720193599913e-41
8.629785999999999291e+00 1.358544599233599794e-41
8.649679000000000784e+00 1.330168853390399876e-41
8.669619000000000852e+00 1.302390658822499678e-41
8.689603999999999218e+00 1.275196958010000242e-41
8.709635999999999711e+00 1.248575652336099888e-41
8.729713999999999530e+00 1.222514162380900091e-41
8.749838000000000449e+00 1.197001537244099889e-41
8.770008000000000692e+00 1.172025639219600291e-41
8.790224999999999511e+00 1.147575245774399915e-41
8.810489000000000459e+00 1.123638669318400037e-41
8.830799000000000731e+00 1.100206442809599888e-41
8.851155999999999580e+00 1.077266616627600050e-41
8.871560000000000556e+00 1.054809441508900043e-41
8.892011000000000109e+00 1.032824691008099992e-41
8.912509000000000015e+00 1.011302964980099912e-41
8.933054999999999524e+00 9.902331359209000768e-42
8.953647999999999385e+00 9.696068050201000128e-42
8.974287999999999599e+00 9.494138537535999209e-42
8.994975999999999416e+00 9.296461980100001196e-42
9.015710999999999586e+00 9.102940683663999902e-42
9.036495000000000388e+00 8.913490889208999021e-42
9.057325999999999766e+00 8.728024388329000193e-42
9.078205000000000524e+00 8.546460505488999554e-42
9.099133000000000138e+00 8.368714194129000397e-42
9.120108000000000104e+00 8.194707769599999344e-42
9.141132000000000701e+00 8.024359252899998861e-42
9.162205000000000155e+00 7.857593859600000191e-42
9.183325999999999212e+00 7.694338133688998662e-42
9.204496000000000677e+00 7.534514438648999880e-42
9.225713999999999970e+00 7.378052090048998574e-42
9.246981999999999147e+00 7.224887047224998841e-42
9.268297999999999703e+00 7.074940335376000827e-42
9.289664000000000144e+00 6.928150451044000722e-42
9.311078999999999439e+00 6.784451671204000176e-42
9.332542999999999367e+00 6.643774312703999575e-42
9.354056999999999178e+00 6.506060287204000787e-42
9.375619999999999621e+00 6.371242353424000247e-42
9.397232999999999947e+00 6.239264613903999501e-42
9.418896000000000157e+00 6.110067141024999585e-42
9.440609000000000250e+00 5.983591115043999907e-42
9.462372000000000227e+00 5.859783648600999834e-42
9.484185000000000088e+00 5.738578354089000620e-42
9.506047999999999831e+00 5.619929268320999334e-42
9.527962000000000486e+00 5.503786380225000396e-42
9.549925999999999249e+00 5.390091225649000160e-42
9.571941000000000699e+00 5.278791143844000325e-42
9.594006000000000256e+00 5.169843565441000287e-42
9.616122999999999976e+00 5.063193023715999507e-42
9.638289999999999580e+00 4.958794117224999493e-42
9.660508999999999347e+00 4.856606620441000650e-42
9.682779000000000025e+00 4.756573435849000550e-42
9.705099999999999838e+00 4.658656025663999427e-42
9.727472000000000563e+00 4.562816405624999268e-42
9.749895999999999674e+00 4.469000228001000461e-42
9.772372000000000725e+00 4.377175308899999931e-42
9.794900000000000162e+00 4.287293254083999671e-42
9.817479000000000511e+00 4.199319002176000278e-42
9.840111000000000274e+00 4.113213947235999559e-42
9.862795000000000201e+00 4.028940157284000168e-42
9.885531000000000290e+00 3.946456391761000067e-42
9.908319000000000543e+00 3.865730093315999527e-42
9.931160999999999461e+00 3.786721402500000054e-42
9.954053999999999292e+00 3.709398960400000396e-42
9.977000999999999564e+00 3.633731875224999804e-42
1.000000000000000000e+01 3.559682170943999744e-42
1.002304999999999957e+01 3.487220108100000878e-42
1.004616000000000042e+01 3.416309002276000076e-42
1.006931999999999938e+01 3.346923891599999520e-42
1.009253000000000000e+01 3.279032856100000277e-42
1.011580000000000013e+01 3.212608140624999800e-42
1.013911000000000051e+01 3.147618867409000554e-42
1.016249000000000002e+01 3.084038236448999936e-42
1.018590999999999980e+01 3.021836385648999840e-42
1.020940000000000047e+01 2.960990887009000465e-42
1.023292999999999964e+01 2.901476170383999516e-42
1.025652000000000008e+01 2.843267067600999670e-42
1.028016000000000041e+01 2.786335469824000180e-42
1.030386000000000024e+01 2.730663710784000041e-42
1.032760999999999996e+01 2.676224430889000000e-42
1.035141999999999918e+01 2.622997267488999748e-42
1.037528000000000006e+01 2.570962110084000161e-42
1.039920000000000044e+01 2.520099100323999792e-42
1.042317000000000071e+01 2.470385488516000203e-42
1.044720000000000049e+01 2.421805126224999848e-42
1.047128000000000014e+01 2.374335828544000173e-42
1.049541999999999931e+01 2.327967989823999811e-42
1.051961999999999975e+01 2.282676787609000063e-42
1.054387000000000008e+01 2.238452853315999879e-42
1.056817999999999991e+01 2.195277832609000130e-42
1.059253999999999962e+01 2.153142434880999621e-42
1.061696000000000062e+01 2.112028571523999870e-42
1.064142999999999972e+01 2.071927057560999951e-42
1.066596000000000011e+01 2.032828647528999825e-42
1.069055000000000000e+01 1.994724048408999792e-42
1.071518999999999977e+01 1.957603932735999892e-42
1.073989000000000082e+01 1.921461724223999966e-42
1.076464999999999961e+01 1.886293483775999784e-42
1.078946999999999967e+01 1.852095080888999875e-42
1.081433999999999962e+01 1.818864914409000243e-42
1.083927000000000085e+01 1.786606489600000029e-42
1.086425999999999981e+01 1.755317613455999920e-42
1.088930000000000042e+01 1.725006426024999768e-42
1.091440000000000055e+01 1.695680565488999669e-42
1.093956000000000017e+01 1.667352387600000067e-42
1.096477999999999930e+01 1.640033687043999857e-42
1.099005999999999972e+01 1.613743390224000006e-42
1.101539000000000001e+01 1.588507329599999987e-42
1.104078999999999944e+01 1.564353049080999922e-42
1.106624000000000052e+01 1.541314801009000249e-42
1.109174999999999933e+01 1.519433418409000237e-42
1.111731999999999942e+01 1.498758680643999925e-42
1.114293999999999940e+01 1.479354066369000189e-42
1.116863000000000028e+01 1.461286892568999675e-42
1.119438000000000066e+01 1.444642936488999945e-42
1.122019000000000055e+01 1.429526314384000130e-42
1.124605000000000032e+01 1.416052400400000172e-42
1.127196999999999960e+01 1.404371943844000066e-42
1.129795999999999978e+01 1.394652350115999954e-42
1.132399999999999984e+01 1.387109195536000271e-42
1.135011000000000081e+01 1.381990687561000122e-42
1.137626999999999988e+01 1.379609986623999867e-42
1.140249999999999986e+01 1.380338314884000160e-42
1.142877999999999972e+01 1.384648777521000136e-42
1.145513000000000048e+01 1.393117532415999826e-42
1.148154000000000075e+01 1.406470286808999758e-42
1.150799999999999912e+01 1.425631224003999965e-42
1.153453000000000017e+01 1.451774370815999970e-42
1.156112000000000073e+01 1.486436448025000127e-42
1.158777000000000079e+01 1.531621582569000277e-42
1.161448999999999998e+01 1.590022643520999876e-42
1.164126000000000083e+01 1.665292173443999717e-42
1.166810000000000080e+01 1.762495208100000152e-42
1.169499000000000066e+01 1.888829676408999909e-42
1.172194999999999965e+01 2.054784636303999987e-42
1.174897999999999954e+01 2.276139481344000337e-42
1.177605999999999931e+01 2.577517866225000004e-42
1.180320999999999998e+01 2.999100067680999230e-42
1.183042000000000016e+01 3.610110200841000043e-42
1.185768999999999984e+01 4.538241999224999516e-42
1.188502000000000081e+01 6.040888983684000214e-42
1.191241999999999912e+01 8.702836303249000091e-42
1.193988000000000049e+01 1.410206028344099995e-41
1.196739999999999959e+01 2.782677496188100405e-41
1.199498999999999960e+01 8.302473522768099535e-41
1.202264000000000088e+01 1.285250463152100067e-39
1.205035999999999952e+01 3.321141760000000377e-40
1.207813999999999943e+01 5.292821493168399467e-41
1.210598000000000063e+01 2.087989158030399767e-41
1.213388999999999918e+01 1.124661954560400136e-41
1.216186000000000078e+01 7.118656222560998938e-42
1.218989999999999974e+01 4.978137418276000273e-42
1.221799999999999997e+01 3.726046508209000613e-42
1.224615999999999971e+01 2.929783378921000254e-42
1.227439000000000036e+01 2.391151932225000260e-42
1.230269000000000013e+01 2.009008586024999804e-42
1.233104999999999940e+01 1.727368718435999946e-42
1.235946999999999996e+01 1.513207515625000104e-42
1.238796999999999926e+01 1.346043156480999906e-42
1.241652000000000022e+01 1.212617213721000055e-42
1.244514999999999993e+01 1.104046141695999865e-42
1.247382999999999953e+01 1.014196027328999935e-42
1.250258999999999965e+01 9.387257415379600843e-43
1.253140999999999927e+01 8.744881287964899078e-43
1.256029999999999980e+01 8.191600315651601548e-43
1.258924999999999983e+01 7.709951588068898812e-43
1.261828000000000038e+01 7.286611290722502139e-43
1.264736000000000082e+01 6.911260293320099995e-43
1.267652000000000001e+01 6.575813532132100994e-43
1.270574000000000048e+01 6.273861323444099558e-43
1.273503000000000007e+01 6.000268489960000879e-43
1.276439000000000057e+01 5.750880490393599641e-43
1.279381000000000057e+01 5.522306041328399863e-43
1.282330999999999932e+01 5.311755313604100189e-43
1.285286999999999935e+01 5.116914293412099314e-43
1.288250000000000028e+01 4.935853546696900139e-43
1.291219000000000072e+01 4.766946895886400403e-43
1.294195999999999991e+01 4.608821276889999692e-43
1.297179000000000038e+01 4.460308353091599137e-43
1.300169999999999959e+01 4.320406608039999669e-43
1.303167000000000009e+01 4.188257730562499208e-43
1.306170999999999971e+01 4.063116505056400206e-43
1.309182000000000023e+01 3.944337391681599949e-43
1.312199999999999989e+01 3.831356214202500615e-43
1.315225000000000044e+01 3.723679602241599598e-43
1.318257000000000012e+01 3.620874171689999319e-43
1.321296000000000070e+01 3.522554258232099695e-43
1.324342000000000041e+01 3.428381203664399576e-43
1.327393999999999963e+01 3.338049998739599889e-43
1.330453999999999937e+01 3.251291804010000326e-43
1.333521000000000001e+01 3.167862765412900131e-43
1.336594999999999978e+01 3.087545905176099618e-43
1.339677000000000007e+01 3.010145181744100291e-43
1.342764999999999986e+01 2.935481068806399700e-43
1.345860000000000056e+01 2.863392874062400560e-43
1.348963000000000001e+01 2.793734536524100019e-43
1.352073000000000036e+01 2.726371763208900259e-43
1.355189000000000021e+01 2.661181426489600273e-43
1.358313000000000059e+01 2.598050996366400083e-43
1.361444999999999972e+01 2.536878004804900310e-43
1.364583000000000013e+01 2.477567548528900382e-43
1.367728999999999928e+01 2.420030942316099898e-43
1.370881999999999934e+01 2.364186404409999911e-43
1.374042000000000030e+01 2.309958727720899906e-43
1.377210000000000001e+01 2.257277066856100091e-43
1.380383999999999922e+01 2.206077567210000340e-43
1.383566000000000074e+01 2.156298381121600285e-43
1.386755999999999922e+01 2.107881442188900224e-43
1.389953000000000038e+01 2.060774118062500351e-43
1.393157000000000068e+01 2.014926259684900069e-43
1.396368000000000009e+01 1.970290105202500230e-43
1.399587000000000003e+01 1.926821065624899874e-43
1.402814000000000050e+01 1.884477587724900283e-43
1.406048000000000009e+01 1.843220163907599901e-43
1.409289000000000058e+01 1.803011253134399809e-43
1.412537999999999982e+01 1.763814364884099957e-43
1.415793999999999997e+01 1.725596524090000274e-43
1.419058000000000064e+01 1.688325643777599727e-43
1.422329000000000043e+01 1.651972128691599963e-43
1.425608000000000075e+01 1.616505549524099899e-43
1.428894000000000020e+01 1.581898688148100041e-43
1.432188000000000017e+01 1.548125815212900086e-43
1.435488999999999926e+01 1.515161074504900088e-43
1.438799000000000028e+01 1.482980049870399925e-43
1.442115000000000080e+01 1.451561232409600128e-43
1.445439999999999969e+01 1.420880607484900084e-43
1.448771999999999949e+01 1.390917770900099981e-43
1.452111999999999981e+01 1.361652804336399895e-43
1.455458999999999925e+01 1.333066264992400019e-43
1.458813999999999922e+01 1.305138452889999929e-43
1.462176999999999971e+01 1.277851583702499825e-43
1.465548000000000073e+01 1.251188288179600184e-43
1.468926000000000087e+01 1.225132303572099888e-43
1.472311999999999976e+01 1.199667043164100172e-43
1.475707000000000058e+01 1.174776996000399989e-43
1.479107999999999912e+01 1.150447004697599787e-43
1.482517999999999958e+01 1.126662258324099813e-43
1.485936000000000057e+01 1.103409614112100093e-43
1.489361000000000068e+01 1.080674891904399938e-43
1.492793999999999954e+01 1.058444889062499952e-43
1.496236000000000033e+01 1.036707340243600132e-43
1.499685000000000024e+01 1.015448966532099773e-43
1.503142000000000067e+01 9.946593207684000718e-44
1.506606999999999985e+01 9.743256573560999901e-44
1.510079999999999956e+01 9.544373823608999821e-44
1.513560999999999979e+01 9.349835062499998439e-44
1.517050000000000054e+01 9.159532766783998105e-44
1.520547000000000004e+01 8.973373722481000062e-44
1.524052999999999969e+01 8.791242790009000750e-44
1.527566000000000024e+01 8.613056909601000409e-44
1.531086999999999954e+01 8.438717072808998441e-44
1.534617000000000075e+01 8.268132190096001340e-44
1.538155000000000072e+01 8.101218757695998342e-44
1.541699999999999982e+01 7.937883630625000830e-44
1.545254000000000083e+01 7.778046877225000901e-44
1.548817000000000021e+01 7.621624611440999988e-44
1.552387000000000050e+01 7.468545642495999122e-44
1.555965999999999916e+01 7.318723838595999596e-44
1.559553000000000011e+01 7.172085705625000902e-44
1.563147999999999982e+01 7.028564508736000366e-44
1.566751000000000005e+01 6.888084234256000206e-44
1.570363000000000042e+01 6.750580883343999040e-44
1.573982999999999954e+01 6.615976199715999070e-44
1.577610999999999919e+01 6.484214073744000805e-44
1.581248000000000076e+01 6.355224195849001092e-44
1.584892999999999930e+01 6.228952749369001193e-44
1.588546999999999976e+01 6.105331984609000138e-44
1.592209000000000074e+01 5.984300516088999608e-44
1.595879000000000048e+01 5.865807895248999405e-44
1.599558000000000035e+01 5.749794924129001098e-44
1.603245000000000076e+01 5.636203616760999450e-44
1.606941000000000130e+01 5.524981878784000350e-44
1.610645999999999844e+01 5.416083253503999253e-44
1.614358999999999966e+01 5.309448242175999996e-44
1.618080000000000140e+01 5.205027791209000475e-44
1.621809999999999974e+01 5.102778298489000639e-44
1.625549000000000177e+01 5.002647955600000486e-44
1.629296000000000078e+01 4.904590466160998777e-44
1.633051999999999992e+01 4.808569194024999348e-44
1.636816999999999922e+01 4.714526319616001032e-44
1.640589999999999904e+01 4.622426900288999806e-44
1.644371999999999900e+01 4.532227983409000320e-44
1.648161999999999949e+01 4.443887450809000303e-44
1.651961999999999975e+01 4.357368179761000428e-44
1.655770000000000053e+01 4.272625423088999419e-44
1.659587000000000145e+01 4.189623578449000262e-44
1.663412999999999897e+01 4.108323609999999811e-44
1.667247000000000057e+01 4.028691265600000282e-44
1.671090999999999838e+01 3.950692893225000129e-44
1.674943000000000026e+01 3.874287559040999341e-44
1.678803999999999874e+01 3.799443014656000270e-44
1.682674000000000092e+01 3.726131441761000333e-44
1.686552999999999969e+01 3.654313963876000324e-44
1.690440999999999860e+01 3.583956341956000240e-44
1.694338000000000122e+01 3.515036274649000087e-44
1.698244000000000042e+01 3.447516849001000229e-44
1.702158999999999978e+01 3.381373000201000204e-44
1.706081999999999965e+01 3.316569111024999824e-44
1.710014999999999930e+01 3.253081176899999767e-44
1.713956999999999908e+01 3.190881980416000031e-44
1.717907999999999902e+01 3.129941258896000381e-44
1.721868999999999872e+01 3.070232875264000123e-44
1.725837999999999894e+01 3.011734639225000274e-44
1.729815999999999931e+01 2.954417820963999851e-44
1.733803999999999945e+01 2.898254285476000047e-44
1.737800999999999974e+01 2.843229971343999798e-44
1.741807000000000016e+01 2.789310835128999671e-44
1.745822000000000074e+01 2.736476892899999756e-44
1.749847000000000108e+01 2.684708466063999798e-44
1.753879999999999839e+01 2.633976440209000190e-44
1.757923999999999864e+01 2.584268444355999828e-44
1.761975999999999942e+01 2.535556229648999954e-44
1.766037999999999997e+01 2.487818507524000097e-44
1.770109000000000066e+01 2.441040638688999644e-44
1.774189000000000149e+01 2.395198855449000490e-44
1.778278999999999854e+01 2.350272963599999850e-44
1.782378999999999891e+01 2.306243151424000421e-44
1.786487999999999943e+01 2.263096000881000328e-44
1.790606000000000009e+01 2.220806316168999954e-44
1.794734000000000052e+01 2.179364255288999711e-44
1.798871000000000109e+01 2.138745378024999790e-44
1.803018000000000143e+01 2.098934512899999754e-44
1.807173999999999836e+01 2.059916728080999991e-44
1.811339999999999861e+01 2.021671641024999906e-44
1.815515999999999863e+01 1.984187766543999915e-44
1.819700999999999880e+01 1.947448160099999639e-44
1.823895999999999873e+01 1.911436207209000156e-44
1.828099999999999881e+01 1.876138357283999936e-44
1.832313999999999865e+01 1.841538563089000225e-44
1.836537999999999826e+01 1.807621092484000034e-44
1.840772000000000119e+01 1.774375851249000306e-44
1.845015000000000072e+01 1.741787573824000122e-44
1.849268999999999963e+01 1.709841296881000181e-44
1.853531999999999869e+01 1.678522354083999914e-44
1.857804000000000144e+01 1.647824072976000305e-44
1.862087000000000003e+01 1.617727066201000106e-44
1.866379999999999839e+01 1.588222501008999832e-44
1.870682000000000045e+01 1.559299140960999916e-44
1.874994999999999834e+01 1.530943459968999857e-44
1.879316999999999993e+01 1.503142204729000234e-44
1.883649000000000129e+01 1.475887249321000178e-44
1.887990999999999886e+01 1.449163331344000211e-44
1.892343999999999937e+01 1.422965080161000085e-44
1.896706000000000003e+01 1.397277664224999998e-44
1.901078000000000046e+01 1.372091277769000347e-44
1.905461000000000027e+01 1.347398600624999868e-44
1.909853000000000023e+01 1.323185488804000103e-44
1.914255999999999958e+01 1.299444964623999897e-44
1.918668999999999869e+01 1.276165605624999639e-44
1.923092000000000112e+01 1.253340703728999863e-44
1.927524999999999977e+01 1.230956965225000122e-44
1.931968000000000174e+01 1.209010202500000127e-44
1.936421999999999954e+01 1.187487498961000070e-44
1.940886000000000067e+01 1.166382720063999815e-44
1.945360000000000156e+01 1.145685514689000040e-44
1.949844999999999828e+01 1.125389992336000314e-44
1.954339999999999833e+01 1.105486119240999963e-44
1.958845000000000169e+01 1.085968241603999878e-44
1.963360000000000127e+01 1.066826634128999983e-44
1.967886000000000024e+01 1.048051777536000126e-44
1.972422999999999860e+01 1.029640442944000110e-44
1.976970000000000027e+01 1.011583350624999920e-44
1.981527000000000172e+01 9.938742101697600013e-45
1.986094999999999899e+01 9.765046533062500515e-45
1.990672999999999959e+01 9.594686379100899257e-45
1.995261999999999958e+01 9.427592435724100162e-45
1.999861999999999895e+01 9.263702528496898994e-45
2.004472000000000165e+01 9.102949791984399944e-45
2.009093000000000018e+01 8.945272362302499228e-45
2.013723999999999847e+01 8.790607567897599743e-45
2.018365999999999971e+01 8.638897571748900319e-45
2.023019000000000034e+01 8.490081821889599478e-45
2.027683000000000035e+01 8.344102677523600000e-45
2.032357000000000014e+01 8.200905313322499989e-45
2.037041999999999931e+01 8.060430444009999989e-45
2.041738000000000142e+01 7.922628783722499377e-45
2.046444999999999936e+01 7.787442997320100782e-45
2.051162000000000063e+01 7.654822066585599814e-45
2.055891000000000091e+01 7.524717578716901248e-45
2.060630000000000095e+01 7.397076759187600049e-45
2.065380000000000038e+01 7.271851207522499388e-45
2.070140999999999920e+01 7.148995045992899402e-45
2.074913000000000096e+01 7.028459805528101156e-45
2.079697000000000173e+01 6.910199544312098890e-45
2.084490999999999872e+01 6.794170764097599423e-45
2.089295999999999864e+01 6.680327424892900326e-45
2.094112000000000151e+01 6.568627555584900534e-45
2.098939999999999984e+01 6.459028282886400121e-45
2.103778000000000148e+01 6.351489076212899776e-45
2.108627999999999858e+01 6.245970089102500884e-45
2.113488999999999862e+01 6.142430581795600460e-45
2.118361000000000161e+01 6.040830530928399400e-45
2.123244000000000042e+01 5.941135243137600236e-45
2.128138999999999825e+01 5.843304451080100864e-45
2.133044999999999902e+01 5.747303172340901008e-45
2.137961999999999918e+01 5.653095495184899139e-45
2.142890999999999835e+01 5.560646123667599053e-45
2.147830000000000084e+01 5.469921847566400907e-45
2.152781999999999840e+01 5.380887071520899641e-45
2.157743999999999929e+01 5.293511202510399384e-45
2.162718999999999880e+01 5.207761245632400673e-45
2.167704000000000164e+01 5.123604778009598973e-45
2.172700999999999993e+01 5.041011360006399898e-45
2.177710000000000079e+01 4.959952469224899715e-45
2.182730000000000103e+01 4.880395847628899584e-45
2.187762000000000029e+01 4.802313979612899363e-45
2.192804999999999893e+01 4.725678416344899384e-45
2.197860000000000014e+01 4.650461188604099521e-45
2.202926000000000073e+01 4.576636152705599732e-45
2.208004999999999995e+01 4.504174902922499668e-45
2.213094999999999857e+01 4.433050866945600134e-45
2.218196000000000012e+01 4.363241887425600574e-45
2.223310000000000031e+01 4.294719573492100604e-45
2.228434999999999988e+01 4.227461258344899602e-45
2.233571999999999846e+01 4.161440755192900463e-45
2.238720999999999961e+01 4.096638744900099834e-45
2.243881999999999977e+01 4.033027277454399576e-45
2.249054999999999893e+01 3.970587758760000073e-45
2.254239000000000104e+01 3.909295593409599715e-45
2.259436000000000178e+01 3.849130350649600197e-45
2.264643999999999835e+01 3.790071919873600447e-45
2.269865000000000066e+01 3.732096840992100633e-45
2.275096999999999881e+01 3.675186927822400429e-45
2.280341999999999913e+01 3.619321856640000512e-45
2.285598999999999847e+01 3.564482836824100113e-45
2.290868000000000038e+01 3.510650190547599444e-45
2.296149000000000129e+01 3.457805745672099439e-45
2.301442000000000121e+01 3.405930452122500209e-45
2.306747000000000014e+01 3.355006738656399550e-45
2.312065000000000126e+01 3.305018464704100538e-45
2.317395000000000138e+01 3.255946308809999503e-45
2.322737000000000052e+01 3.207775822072900190e-45
2.328090999999999866e+01 3.160490508697600225e-45
2.333457999999999899e+01 3.114073023054399955e-45
2.338836999999999833e+01 3.068508530574400372e-45
2.344228999999999985e+01 3.023782422544899782e-45
2.349633000000000038e+01 2.979878129827599963e-45
2.355048999999999992e+01 2.936782618568100103e-45
2.360478000000000165e+01 2.894480888144400418e-45
2.365919999999999845e+01 2.852959251610000651e-45
2.371374000000000137e+01 2.812204233248399868e-45
2.376839999999999975e+01 2.772202565924099805e-45
2.382319000000000031e+01 2.732941188451600197e-45
2.387810999999999950e+01 2.694407242982400400e-45
2.393316000000000088e+01 2.656588072409999849e-45
2.398833000000000126e+01 2.619472241408399727e-45
2.404363000000000028e+01 2.583048481690000092e-45
2.409904999999999831e+01 2.547303671472400040e-45
2.415461000000000169e+01 2.512227915736900308e-45
2.421029000000000053e+01 2.477809461759999843e-45
2.426610000000000156e+01 2.444038721328400038e-45
2.432204000000000121e+01 2.410904272921599794e-45
2.437810999999999950e+01 2.378395853440000206e-45
2.443430999999999997e+01 2.346505291747599852e-45
2.449062999999999946e+01 2.315221630562500151e-45
2.454709000000000074e+01 2.284536958048900138e-45
2.460368000000000066e+01 2.254440612902500182e-45
2.466038999999999959e+01 2.224924938192100004e-45
2.471724000000000032e+01 2.195980500464099974e-45
2.477421999999999969e+01 2.167600806249999997e-45
2.483133000000000123e+01 2.139775734444099945e-45
2.488857000000000141e+01 2.112499928563599968e-45
2.494594999999999985e+01 2.085765341232400096e-45
2.500345000000000084e+01 2.059564045056400096e-45
2.506109000000000009e+01 2.033890035768900036e-45
2.511886000000000152e+01 2.008736486344899980e-45
2.517677000000000120e+01 1.984096666239999890e-45
2.523480999999999952e+01 1.959965712250000063e-45
2.529298000000000002e+01 1.936337054668900186e-45
2.535128999999999877e+01 1.913205970844100109e-45
2.540972999999999971e+01 1.890566054809599913e-45
2.546829999999999927e+01 1.868414457025599753e-45
2.552701000000000064e+01 1.846745767488399699e-45
2.558586000000000027e+01 1.825555511310400201e-45
2.564483999999999853e+01 1.804840125228099932e-45
2.570395999999999859e+01 1.784596090470399907e-45
2.576321000000000083e+01 1.764820775452900150e-45
2.582260000000000133e+01 1.745510744076099982e-45
2.588213000000000008e+01 1.726664274922499902e-45
2.594179000000000102e+01 1.708278839568900263e-45
2.600159999999999982e+01 1.690352773210000042e-45
2.606153000000000119e+01 1.672885256846399914e-45
2.612161000000000044e+01 1.655875487002500049e-45
2.618183000000000149e+01 1.639322681102500158e-45
2.624218000000000117e+01 1.623227694490000084e-45
2.630267999999999873e+01 1.607591383248400126e-45
2.636330999999999847e+01 1.592414611704900056e-45
2.642408999999999963e+01 1.577699054467600113e-45
2.648499999999999943e+01 1.563447977011599818e-45
2.654606000000000066e+01 1.549663847692899997e-45
2.660725000000000051e+01 1.536349933690000003e-45
2.666858999999999824e+01 1.523512636840000063e-45
2.673006000000000171e+01 1.511155999488099923e-45
2.679167999999999950e+01 1.499286413184399908e-45
2.685343999999999909e+01 1.487911044902499992e-45
2.691535000000000011e+01 1.477038608707599846e-45
2.697738999999999976e+01 1.466678591617600042e-45
2.703958000000000084e+01 1.456839735844899927e-45
2.710191999999999979e+01 1.447536162250000044e-45
2.716439000000000092e+01 1.438778967937600050e-45
2.722700999999999993e+01 1.430584624224900107e-45
2.728978000000000037e+01 1.422967390617600117e-45
2.735268999999999906e+01 1.415947661646400305e-45
2.741573999999999955e+01 1.409543676332100016e-45
2.747894000000000148e+01 1.403779835702499974e-45
2.754229000000000127e+01 1.398679217166400091e-45
2.760577999999999932e+01 1.394269625606399842e-45
2.766941999999999879e+01 1.390582881870399949e-45
2.773320000000000007e+01 1.387651156416100038e-45
2.779712999999999923e+01 1.385513761800099873e-45
2.786120999999999981e+01 1.384211280900099991e-45
2.792543999999999826e+01 1.383790152448900082e-45
2.798980999999999852e+01 1.384303550812899973e-45
2.805433999999999983e+01 1.385807090544900118e-45
2.811900999999999939e+01 1.388366471424099805e-45
2.818383000000000038e+01 1.392052516448399821e-45
2.824879999999999924e+01 1.396946688062499995e-45
2.831391999999999953e+01 1.403137723910400166e-45
2.837919000000000125e+01 1.410728059315599943e-45
2.844461000000000084e+01 1.419830630809599946e-45
2.851017999999999830e+01 1.430575546702500215e-45
2.857590000000000074e+01 1.443107138062499742e-45
2.864178000000000068e+01 1.457591753696400077e-45
2.870780999999999850e+01 1.474217491891599964e-45
2.877398000000000167e+01 1.493199526963599813e-45
2.884031999999999840e+01 1.514784303252899771e-45
2.890680000000000049e+01 1.539256536889599911e-45
2.897344000000000008e+01 1.566942140544400306e-45
2.904023000000000110e+01 1.598222094172899873e-45
2.910716999999999999e+01 1.633539547384899764e-45
2.917426999999999992e+01 1.673412102169600223e-45
2.924152000000000129e+01 1.718449868556099849e-45
2.930893000000000015e+01 1.769373365766400079e-45
2.937650000000000006e+01 1.827041842088099776e-45
2.944422000000000139e+01 1.892484037236099899e-45
2.951209000000000060e+01 1.966940240040000326e-45
2.958012000000000086e+01 2.051917863609999719e-45
2.964830999999999861e+01 2.149263508022500121e-45
2.971666000000000096e+01 2.261259277289999761e-45
2.978516000000000119e+01 2.390754273715600321e-45
2.985382999999999853e+01 2.541338488656100014e-45
2.992265000000000086e+01 2.717597371136400022e-45
2.999162000000000106e+01 2.925450084004900115e-45
3.006075999999999837e+01 3.172662210432100106e-45
3.013006000000000029e+01 3.469572833486400037e-45
3.019951999999999970e+01 3.830204998822500435e-45
3.026913000000000054e+01 4.273963845313599985e-45
3.033890999999999849e+01 4.828336159612899107e-45
3.040885000000000105e+01 5.533309725888400579e-45
